,brand,model,model_year,milage,fuel_type,engine,transmission,accident,price
3333,Ford,Maverick XL,2023,12500,2,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,0,29999
3334,BMW,Z3 3.0i Roadster,2001,103990,0,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,10500
3335,Chevrolet,Camaro 1SS,2022,7000,0,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,50000
3336,Chevrolet,Corvette Stingray w/3LT,2023,9000,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,92000
3337,Pontiac,Solstice GXP,2007,7800,0,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,19000
3338,Cadillac,XTS Luxury,2017,69289,0,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,20997
3339,Toyota,Highlander Limited,2011,106000,0,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,16600
3340,Lincoln,Navigator Reserve,2020,68000,0,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,1,55999
3341,Toyota,Highlander Hybrid Limited Platinum,2019,13828,2,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,0,43000
3342,Audi,A3 2.0T Tech Premium,2018,39600,0,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,26999
3343,Jeep,Wrangler SE,2003,92000,0,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,0,12500
3344,Toyota,Tacoma SR,2022,5020,0,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,36500
3345,Chevrolet,Trailblazer SS,2007,107800,0,395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,1,15000
3346,Audi,A5 2.0T Premium Plus,2019,23827,0,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,34995
3347,Audi,A6 55 Premium,2020,25300,2,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,0,39900
3348,Mercedes-Benz,Sprinter 2500,2016,399000,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,1,24500
3349,Porsche,911 Carrera,2005,46200,0,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,49999
3350,Chevrolet,Corvette Stingray w/2LT,2022,3158,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,85989
3351,GMC,Acadia SLE,2021,26000,0,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,30900
3353,Chevrolet,Corvette Base,2007,123500,0,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,27000
3354,Ford,Mustang GT Premium,2018,26840,0,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,42500
3355,Ford,Edge SEL,2021,17836,0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,0,31933
3356,Cadillac,Escalade Luxury,2012,114500,3,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,0,16100
3357,Chevrolet,Corvette Stingray w/3LT,2022,5400,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,89900
3358,Toyota,Corolla LE,2016,17500,0,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,0,15100
3359,Chevrolet,Express 2500 Work Van,2017,56000,0,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,0,44600
3360,Chevrolet,Trax LS,2020,20800,0,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,19000
3361,Volkswagen,Golf Auto TSI S,2015,107543,0,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,13200
3362,Nissan,Pathfinder Silver,2012,206000,0,266.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,5000
3363,Ford,F-150 Platinum,2018,37100,3,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,0,46000
3364,Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813,0,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,51900
3365,Kia,Sportage LX,2010,208321,0,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,0,3500
3366,Lexus,LS 460 Base,2012,200000,0,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,9995
3367,MINI,Cooper S Base,2012,66000,0,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,10999
3369,Volvo,XC60 T6 Inscription,2019,20623,0,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,36800
3370,Ford,Explorer Limited,2018,86000,0,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,26900
3372,Mercedes-Benz,G-Class G 550 4MATIC,2016,51354,0,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,73000
3373,Jeep,Wrangler Unlimited Rubicon 392,2021,38000,0,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,72980
3374,Toyota,Avalon Hybrid XLE Premium,2015,161000,2,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,0,11500
3375,Nissan,Juke SL,2012,74750,0,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,12500
3376,Porsche,911 Carrera 4,2013,67522,0,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,59500
3377,MINI,Cooper S Base,2012,152000,0,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,9000
3378,Subaru,Ascent Touring 7-Passenger,2019,71273,0,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,23900
3379,Subaru,WRX STI Base,2017,37800,0,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,32500
3380,Land,Rover Range Rover Sport HSE,2019,42000,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,48990
3381,Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101,4,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,0,44990
3382,Chevrolet,Corvette Stingray w/2LT,2022,7900,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,92500
3384,Nissan,Armada SV,2017,187141,0,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,16995
3385,Porsche,Cayenne Turbo S,2014,99100,0,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,32000
3386,Subaru,Outback Touring XT,2021,33500,0,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,34000
3387,Acura,RLX Advance Package,2016,102665,0,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,15450
3388,Ford,Mustang GT,2001,52675,0,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,16995
3389,BMW,330 i xDrive,2017,59203,0,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,23000
3390,Mercedes-Benz,SL-Class SL550 Roadster,2009,60100,0,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,27000
3391,Audi,SQ8 4.0T Premium Plus,2021,43238,0,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,76400
3392,MINI,Cooper S Base,2007,118000,0,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,0,3600
3393,Ford,Mustang EcoBoost,2021,17300,0,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,31000
3394,Audi,RS 7 4.0T Prestige,2016,64800,0,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,50000
3395,Mercedes-Benz,GLC 300 GLC 300,2022,1408,0,2.0 Liter Turbo,Automatic,0,46798
3396,Volkswagen,Touareg TDI Lux,2015,15167,1,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,0,35000
3397,Porsche,Cayenne GTS,2016,64600,0,440.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,41000
3398,Jeep,Grand Wagoneer Series III,2022,31112,0,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,83000
3400,MINI,Cooper S Base,2011,63500,0,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,10500
3401,RAM,1500 Laramie,2022,13464,0,5.7L V8 16V MPFI OHV,8-Speed Automatic,0,46999
3402,Chevrolet,Camaro Base,2001,64776,0,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,0,7500
3403,Jeep,Cherokee X,2022,9601,0,3.2L V6 24V MPFI DOHC,Automatic,0,33498
3404,BMW,ALPINA B7 xDrive,2013,135000,0,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,1,14000
3405,Volvo,XC90 3.2 Premier Plus,2013,208864,0,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,7500
3406,INFINITI,Q50 3.0T Premium,2016,49872,0,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,21500
3407,MINI,Cooper Base,2009,90367,0,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,9250
3408,Porsche,911 Carrera 4S,2014,36670,0,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,82499
3409,Jeep,Grand Wagoneer Base,2023,3752,0,6.4L V8 16V MPFI OHV,8-Speed Automatic,0,84620
3410,Lexus,RX 350 Base,2021,30761,0,3.5L V6 24V PDI DOHC,8-Speed Automatic,0,44950
3411,RAM,1500 Laramie,2022,13438,0,5.7L V8 16V MPFI OHV,8-Speed Automatic,0,46599
3412,Jeep,Gladiator Overland,2020,9100,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,49895
3414,Ford,Fusion Hybrid Base,2011,223824,2,156.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,1,4500
3415,Audi,A6 2.0T Premium Plus,2016,96000,0,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,21990
3416,Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000,0,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,10500
3418,Honda,Accord Hybrid Touring,2017,96400,2,212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,1,18500
3419,RAM,2500 SLT,2018,67865,0,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,36500
3420,Land,Rover Range Rover Sport Supercharged,2015,64300,3,550.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,0,44850
3421,Chevrolet,Colorado ZR2,2018,76500,0,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,33500
3422,GMC,Sierra 2500 Denali,2017,96343,1,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,1,53000
3423,Subaru,Crosstrek 2.0i Limited,2018,74600,0,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,24000
3424,Subaru,Outback 2.5i Limited,2014,157530,0,2.5L H4 16V MPFI DOHC,Automatic CVT,1,9995
3426,Jeep,Wrangler Unlimited Rubicon,2012,80000,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,0,30000
3428,Mercedes-Benz,C-Class C 300 4MATIC,2021,19000,0,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,37999
3429,Porsche,911 Carrera S,2013,64000,0,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,67000
3430,Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,46900
3431,Buick,Envision Preferred,2021,20104,0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,0,33295
3432,Nissan,Armada Platinum,2022,8400,0,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,59950
3434,Chevrolet,Corvette Stingray w/2LT,2021,24670,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,72500
3435,Ford,Mustang Shelby GT500,2013,16478,0,650.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,66400
3436,Ford,F-150 XL,2018,52500,3,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,0,35000
3437,Porsche,Cayenne Turbo,2004,92500,0,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,12000
3438,Mitsubishi,Eclipse Spyder GT,2008,62930,0,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,1,10000
3439,Lexus,GX 470 Base,2007,116600,0,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,19975
3440,Dodge,Dakota Big Horn/Lone Star,2010,172024,0,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,7500
3441,Jeep,Wrangler Sport,2012,57237,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,0,22500
3442,Subaru,Outback Limited,2020,44600,0,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,28300
3443,Jeep,Wrangler Unlimited Rubicon,2013,181830,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,21000
3444,Subaru,Ascent Touring 7-Passenger,2021,39948,0,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,0,36791
3445,Ford,F-350 XL,2017,156453,1,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,0,40000
3446,Porsche,Cayenne Turbo S,2014,156193,0,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,36000
3447,BMW,X1 xDrive28i,2020,27989,0,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,29000
3448,Toyota,4Runner Limited,2014,146700,0,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,24999
3449,GMC,Yukon Denali,2019,88450,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,1,42900
3450,Toyota,C-HR LE,2020,14065,0,2.0L I4 16V MPFI DOHC,Automatic CVT,1,27671
3451,Subaru,Outback Limited XT,2020,36844,0,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,1,30427
3452,Chevrolet,Silverado 1500 LT Trail Boss,2020,49000,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,0,44900
3453,BMW,X5 xDrive50i,2013,58000,0,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,17900
3454,Audi,A6 55 Prestige,2021,22800,2,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,0,52000
3455,Subaru,Outback 2.5i Limited,2014,78007,0,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,0,14750
3456,Ford,F-250 King Ranch,2020,36500,1,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,0,69900
3457,Honda,CR-V EX,2004,156350,0,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,1,3990
3458,Lexus,GX 460 Luxury,2021,17710,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,59000
3459,Ford,Explorer XLT,2013,149000,0,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,7850
3460,Subaru,Forester 2.5i Limited,2015,90000,0,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,16000
3461,Ford,Bronco Wildtrak Advanced,2022,9990,0,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,64500
3462,Mercedes-Benz,A-Class A 220 4MATIC,2019,28663,0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,0,29500
3463,Lexus,NX 200t Base,2015,124250,0,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,17900
3464,Ford,F-250 Lariat,2017,50780,1,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,0,61000
3465,Porsche,911 Carrera C4S,2006,65000,0,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,43000
3467,Toyota,Camry XSE,2022,19361,0,3.5 Liter,Automatic,0,38298
3472,Mercedes-Benz,E-Class E55 AMG,2005,131000,0,469.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,16500
3473,Toyota,Highlander XLE,2022,31000,0,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,43000
3474,Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,4,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,0,44900
3475,Audi,A6 3.0T Premium Plus,2016,72865,0,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,22000
3476,Mercedes-Benz,E-Class E 350 4MATIC,2014,89563,0,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,18995
3477,Nissan,Juke SL,2012,72639,0,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,1,15000
3478,Mercedes-Benz,CLS-Class CLS 550,2012,79000,0,402.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,19999
3479,Audi,A3 2.0T Premium,2012,111564,0,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,11200
3480,Lexus,GX 460 Base,2018,75000,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,38095
3481,Ford,Mustang Premium,2007,169613,0,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,5900
3482,Honda,Pilot EX-L,2011,175000,0,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,9000
3483,BMW,540 i,2017,98500,0,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,24500
3484,Chrysler,300 S,2012,53000,0,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,13750
3485,RAM,2500 Longhorn,2015,72200,1,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,0,52500
3486,Acura,TSX Base,2005,151600,0,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,7899
3487,Lotus,Evora 2+2,2011,20000,0,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,51000
3488,Chevrolet,Avalanche 1500 LT,2010,170000,3,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,1,9000
3489,Ford,F-150 XLT,2019,69800,3,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,0,34600
3490,Toyota,Tundra SR5,2020,26300,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,46199
3491,Honda,Fit Sport,2007,156111,0,109.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,5200
3492,Chevrolet,Silverado 2500 LTZ,2016,172600,1,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,1,32500
3493,Honda,Accord Crosstour EX-L,2010,145000,0,271.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,9000
3494,Ford,F-250 XLT Super Duty,2001,64309,0,260.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,0,7500
3495,RAM,1500 TRX,2021,15183,0,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,90000
3496,Buick,Envision Essence,2020,28548,0,2.5L I4 16V GDI DOHC,6-Speed Automatic,0,32063
3497,Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000,0,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,46900
3498,Mercedes-Benz,CLS 450 Base,2019,67000,2,369.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,0,44500
3499,Jeep,Wrangler Unlimited Sport,2017,84786,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,23500
3500,Mercedes-Benz,S-Class S 63 AMG,2008,93000,0,518.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,0,17800
3501,Hyundai,Genesis Coupe 3.8 Track,2010,127500,0,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,6000
3503,GMC,Canyon Elevation Standard,2022,16500,0,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,32900
3504,Jaguar,XK Base,2013,55700,0,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,27200
3505,Ford,F-250 LARIAT,2021,42245,1,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,0,76598
3506,Toyota,RAV4 Base,2009,78500,0,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,12000
3507,Ford,Expedition Platinum,2018,48619,0,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,51499
3508,Jeep,Wrangler Unlimited 4xe Sahara,2021,51105,2,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,0,42700
3509,Ford,F-150 XLT,2016,25880,3,282.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,0,25500
3511,Toyota,Tacoma SR5,2018,25083,0,3.5L V6 24V PDI DOHC,6-Speed Automatic,1,34955
3512,Audi,TT Roadster quattro,2002,69300,0,225.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,9995
3513,Toyota,Highlander Hybrid Limited Platinum,2019,46000,2,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,0,40000
3514,Jeep,Liberty Sport,2008,141485,0,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,1,6500
3515,Toyota,Sequoia Limited,2018,63990,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,48000
3516,Ford,Transit-350 Base,2020,19400,0,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,58000
3517,Subaru,BRZ Limited,2013,129858,0,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,13490
3518,Volvo,XC60 3.2,2012,102000,0,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,10800
3519,Subaru,Impreza WRX Sti Special Edition,2010,8700,0,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,39900
3521,Chevrolet,Monte Carlo Supercharged SS,2004,148800,0,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,0,6500
3522,Cadillac,Escalade Platinum Edition,2012,160249,3,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,0,12900
3523,Chrysler,300M Base,2004,45000,0,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,6000
3524,Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000,1,360.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,0,19500
3525,Mercedes-Benz,AMG C 63 S,2017,46000,0,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,56000
3527,Acura,TLX V6 Tech,2015,38000,0,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,21900
3528,Chevrolet,Corvette Z06,2006,42000,0,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,42000
3529,Lexus,NX 350h Premium,2024,300,2,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,0,50999
3530,Mercedes-Benz,SLK-Class SLK 350,2008,120800,0,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,13900
3531,Jeep,Wrangler Unlimited Sahara,2020,76313,0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,0,35234
3532,Chevrolet,Silverado 1500 LT,2012,104000,3,315.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,1,16500
3533,Lexus,GX 460 Base,2010,97097,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,1,22000
3534,Jeep,Wrangler Unlimited X,2008,136731,0,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,0,15900
3535,RAM,1500 Tradesman/Express,2017,40200,0,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,1,24000
3536,Ford,Explorer ST,2021,39105,0,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,0,44605
3538,BMW,M4 Competition,2021,12500,0,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,90000
3539,Chevrolet,Colorado ZR2,2019,38900,0,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,34700
3540,Lincoln,Navigator L Select,2016,84272,0,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,25221
3541,Mercedes-Benz,E-Class E 350,2016,58375,0,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,24999
3542,Ford,Mustang Shelby GT500,2007,7346,0,500.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,40999
3543,Dodge,Charger SRT8,2008,98231,0,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,15500
3544,Jaguar,XK Base,2007,56000,0,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,0,18000
3545,Honda,Civic EX,2020,13935,0,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,26000
3546,Subaru,Impreza 2.0i,2019,30000,0,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,1,21250
3547,Saab,9-3 Aero,2009,106000,0,280.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,12950
3548,BMW,650 Gran Coupe i xDrive,2014,82978,0,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,18700
3549,Jeep,Wrangler Unlimited Sport,2018,58500,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,35000
3550,Ford,F-350 King Ranch,2015,92421,1,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,0,51900
